weather_condition,best_position,best_fitness,before_price,before_optimal,num
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1984.0082934235295, 0, 1130.6179577330902, 0, 1983.4471112235294, 0, 1900.0138831764707, 1813.0039411764706, 0, 1262.674694117647, 0, 0, 0, 0]",3405996.908590526,5195352.020243755,3564824.19979125,7
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2642.4185294117647, 0, 0, 2559.8773716835294, 756.4861509631119, 2497.412187135294, 0, 1086.0403764705882, 0, 531.5312651882354, 0]",2803037.628602458,4131598.417294445,2866720.0276054386,10
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1141.5422921827656, 0, 0, 2642.4185294117647, 2622.2036712482354, 2581.5610115364707, 0, 0, 0, 0, 1086.0403764705882, 0, 0, 0]",2809805.513664827,4131598.417294445,2866720.0276054386,10
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2642.4185294117647, 0, 1916.6315534604596, 0, 2548.891093197647, 2497.412187135294, 0, 0, 0, 0, 468.4125176470588]",2766338.271675662,4131598.417294445,2866720.0276054386,10
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2642.4185294117647, 0, 0, 2559.8773716835294, 2548.891093197647, 0, 1683.3248836347373, 0, 639.2540029176471, 0, 0]",2812721.8975549485,4131598.417294445,2866720.0276054386,10
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2455.525920664194, 0, 0, 0, 2622.2036712482354, 0, 2559.8773716835294, 0, 0, 0, 1086.0403764705882, 639.2540029176471, 242.45193967293062, 468.4125176470588]",2907587.909193501,4131598.417294445,2866720.0276054386,10
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2658.9409354011764, 0, 2642.4185294117647, 1149.3803697191554, 2581.5610115364707, 0, 0, 0, 509.9337377803062, 0, 0, 531.5312651882354, 0]",3868546.619636476,5969138.072582658,4088931.2857310288,10
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1977.489071329355, 0, 0, 0, 2581.5610115364707, 0, 2548.891093197647, 2497.412187135294, 0, 0, 0, 0, 468.4125176470588]",3818160.0218550977,5969138.072582658,4088931.2857310288,10
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2658.9409354011764, 1125.0198861961512, 0, 2622.2036712482354, 2581.5610115364707, 0, 0, 0, 0, 1086.0403764705882, 0, 0, 0]",3936452.379536191,5969138.072582658,4088931.2857310288,10
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1235.0697283985921, 0, 0, 0, 2622.2036712482354, 2581.5610115364707, 0, 2548.891093197647, 0, 0, 1086.0403764705882, 0, 0, 0]",3945487.4715812504,5969138.072582658,4088931.2857310288,10
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1966.5027928501224, 0, 2581.5610115364707, 2559.8773716835294, 0, 2497.412187135294, 0, 0, 0, 0, 468.4125176470588]",3818160.021853637,5969138.072582658,4088931.2857310288,10
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2658.9409354011764, 0, 2642.4185294117647, 0, 0, 0, 2548.891093197647, 0, 0, 1086.0403764705882, 605.9436811832998, 531.5312651882354, 0]",2821640.099614759,4131598.417294445,2866720.0276054386,10
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 486.42599784793333, 0, 0, 2659.7496025211767, 2642.4185294117647, 0, 0, 2559.8773716835294, 0, 0, 0, 1086.0403764705882, 639.2540029176471, 0, 0]",2890972.854115331,4131598.417294445,2866720.0276054386,10
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2658.9409354011764, 0, 0, 2138.101726097212, 2581.5610115364707, 0, 2548.891093197647, 0, 0, 146.2710875602324, 0, 0, 0]",2745909.251859146,4131598.417294445,2866720.0276054386,10
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1733.3350080147554, 0, 0, 2622.2036712482354, 2581.5610115364707, 0, 0, 2497.412187135294, 0, 0, 639.2540029176471, 0, 0]",2761043.823626385,4131598.417294445,2866720.0276054386,10
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2658.9409354011764, 0, 0, 0, 2581.5610115364707, 0, 2548.891093197647, 2237.124119981393, 0, 0, 0, 0, 0]",2747939.049198342,4131598.417294445,2866720.0276054386,10
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1334.5805898100652, 0, 0, 0, 2642.4185294117647, 0, 2581.5610115364707, 0, 0, 0, 1984.0959529411764, 0, 0, 0, 0]",4120351.2624949464,5489207.437645301,3858679.6171927955,10
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 483.4892758942644, 0, 0, 2559.8773716835294, 2548.891093197647, 2497.412187135294, 1984.0959529411764, 0, 0, 0, 0]",3548594.2178907576,5489207.437645301,3858679.6171927955,10
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1171.631174544251, 2658.9409354011764, 0, 2642.4185294117647, 0, 0, 0, 0, 2497.412187135294, 0, 0, 0, 531.5312651882354, 0]",3839535.2206455655,5489207.437645301,3858679.6171927955,10
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1171.6309694629272, 0, 2658.9409354011764, 0, 2642.4185294117647, 0, 0, 0, 0, 0, 1984.0959529411764, 1086.0403764705882, 530.6390660885857, 0, 0]",3765691.7278953562,5489207.437645301,3858679.6171927955,10
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1171.630605663014, 0, 2658.9409354011764, 1076.3296565201206, 0, 2622.2036712482354, 0, 0, 0, 2497.412187135294, 0, 0, 0, 0, 0]",3742691.671255865,5489207.437645301,3858679.6171927955,10
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4460.664282352942, 0, 0, 0, 1285.4283321632113, 4280.423717647059, 47.249545387711514, 0, 0, 0, 0]",5569197.960915495,6957927.090974119,5693048.701285111,11
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1313.2345060482992, 4432.858729411765, 0, 4280.423717647059, 0, 0, 0, 0, 47.24892064826207]",5570261.042974362,6957927.090974119,5693048.701285111,11
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1091.4991649111385, 0, 4460.664282352942, 0, 0, 0, 4375.3315764705885, 0, 0, 0, 146.2707566805089, 0, 0]",5572237.925506915,6957927.090974119,5693048.701285111,11
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1119.3047472104688, 0, 0, 0, 0, 4432.858729411765, 4375.3315764705885, 0, 0, 0, 0, 0, 0]",5587932.773647309,6957927.090974119,5693048.701285111,11
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 740.0522574800129, 4474.935529411765, 0, 4432.858729411765, 0, 0, 0, 0, 0, 0, 0]",5626524.27172423,6957927.090974119,5693048.701285111,11
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500.19863379328945, 0, 0, 4474.935529411765, 0, 0, 4375.3315764705885, 0, 0, 0, 0, 0, 723.3001411764706]",7972540.917572237,10089109.139124706,8208902.352273077,11
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4460.664282352942, 1285.4291130627823, 0, 0, 0, 4280.423717647059, 0, 0, 0, 0, 47.248766583017165]",7881273.982267267,10089109.139124706,8208902.352273077,11
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4475.692800000001, 1076.469134676591, 4375.3315764705885, 0, 0, 0, 146.27235539768856, 0, 0]",7886904.362036295,10089109.139124706,8208902.352273077,11
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4460.664282352942, 0, 0, 0, 4375.3315764705885, 1190.5211903136283, 0, 0, 47.248787936227245, 0, 0]",7878774.533625541,10089109.139124706,8208902.352273077,11
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4460.664282352942, 0, 0, 0, 4375.3315764705885, 1190.5212843396262, 0, 0, 47.24858454446813, 0, 0]",7878774.540965673,10089109.139124706,8208902.352273077,11
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4460.664282352942, 0, 0, 4432.858729411765, 0, 1132.991826761759, 0, 47.25103265804178, 0, 0, 0]",5569198.007453258,6957927.090974119,5693048.701285111,11
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 410.7437113817492, 4474.935529411765, 666.1292579092274, 0, 4375.3315764705885, 0, 0, 146.51462069562822, 0, 0, 0]",5572260.741799558,6957927.090974119,5693048.701285111,11
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4475.692800000001, 4432.858729411765, 1018.942245269955, 0, 0, 146.27187130035503, 0, 0, 0]",5572237.978277513,6957927.090974119,5693048.701285111,11
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4460.664282352942, 0, 4475.692800000001, 711.4865308430226, 0, 0, 0, 0, 425.9221518003361, 0, 0]",5580823.225464899,6957927.090974119,5693048.701285111,11
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4460.664282352942, 3167.668614664664, 1.1035896998876826, 2018.13966076426, 0, 0, 426.18584695870237, 0, 0, 0, 0]",5580831.841242968,6957927.090974119,5693048.701285111,11
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2455.5246636595825, 0, 0, 0, 3494.8164141976276, 0, 0, 0, 0, 4123.424752941176, 0, 0, 0, 0]",7421892.369278359,9189354.268800002,7558826.448347496,11
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4460.664282352942, 0, 0, 4432.858729411765, 0, 1132.9941182404878, 0, 0, 0, 47.248737578849884, 0]",7482323.583722541,9189354.268800002,7558826.448347496,11
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 162.783678505867, 0, 0, 0, 0, 0, 0, 1412.225329619937, 4375.3315764705885, 0, 4123.424752941176, 0, 0, 0, 0]",7220940.52184516,9189354.268800002,7558826.448347496,11
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 306.4999984992079, 0, 0, 0, 0, 0, 0, 4375.3315764705885, 0, 4123.424752941176, 0, 1268.5095529411765, 0, 0]",7293879.7149756085,9189354.268800002,7558826.448347496,11
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1669.9174102635197, 0, 0, 0, 0, 0, 0, 0, 4280.423717647059, 4123.424752941176, 0, 0, 0, 0]",7220940.415681568,9189354.268800002,7558826.448347496,11
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1030.3396328786707, 1425.1864235294117, 0, 1383.1045411764705, 1396.5715058823528, 0, 0, 1388.246611764706, 0, 1018.3663058823529, 0, 0, 905.8563529411764, 867.3384705882354, 0]",1788776.4835968246,2896249.686141176,1631371.2964521698,13
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1334.5805898108392, 0, 0, 0, 0, 1411.7880705882353, 1424.2182352941177, 0, 0, 1018.3663058823529, 975.9508941176471, 0, 905.8563529411764, 867.3384705882354, 831.0390352941176]",1875205.4383227082,2896249.686141176,1631371.2964521698,13
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1425.1864235294117, 1443.547694117647, 45.33312791143825, 0, 0, 0, 1388.246611764706, 1172.9009647058822, 1018.3663058823529, 975.9508941176471, 0, 905.8563529411764, 867.3384705882354, 831.0390352941176]",1699340.1106103966,2896249.686141176,1631371.2964521698,13
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 555.2215829143736, 0, 0, 0, 1383.1045411764705, 1396.5715058823528, 1411.7880705882353, 0, 1388.246611764706, 0, 1018.3663058823529, 975.9508941176471, 0, 905.8563529411764, 0, 831.0390352941176]",1696211.0610356403,2896249.686141176,1631371.2964521698,13
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1383.1045411764705, 0, 0, 0, 0, 1172.9009647058822, 1018.3663058823529, 0, 945.1880470588235, 0, 0, 831.0390352941176]",2273556.8978894115,2896249.686141176,1631371.2964521698,13
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1443.547694117647, 0, 1396.5715058823528, 1411.7880705882353, 1424.2182352941177, 0, 1172.9009647058822, 1018.3663058823529, 355.3287043818346, 945.1880470588235, 905.8563529411764, 0, 0]",1873329.8320536802,3906400.340795294,2026193.553943665,13
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1334.5805898108663, 0, 1443.547694117647, 1383.1045411764705, 1396.5715058823528, 0, 0, 1388.246611764706, 0, 1018.3663058823529, 0, 0, 905.8563529411764, 0, 0]",2254206.9589995146,3906400.340795294,2026193.553943665,13
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 961.837991933347, 1425.1864235294117, 1443.547694117647, 0, 0, 1411.7880705882353, 0, 1388.246611764706, 1172.9009647058822, 0, 0, 945.1880470588235, 905.8563529411764, 0, 419.21368577862467]",2096725.9059614567,3906400.340795294,2026193.553943665,13
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1425.1864235294117, 0, 1383.1045411764705, 1396.5715058823528, 0, 0, 0, 1172.9009647058822, 1018.3663058823529, 975.9508941176471, 0, 0, 0, 0]",2596703.2737670583,3906400.340795294,2026193.553943665,13
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1396.5715058823528, 1411.7880705882353, 1424.2182352941177, 1388.246611764706, 1172.9009647058822, 1018.3663058823529, 410.6297867350858, 945.1880470588235, 905.8563529411764, 0, 0]",1877870.050914814,3906400.340795294,2026193.553943665,13
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 211.08199849975455, 0, 0, 1443.547694117647, 1383.1045411764705, 1396.5715058823528, 0, 1424.2182352941177, 1388.246611764706, 0, 0, 975.9508941176471, 945.1880470588235, 905.8563529411764, 0, 0]",1641800.2768809763,2896249.686141176,1631371.2964521698,13
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 555.221582908002, 0, 1425.1864235294117, 1443.547694117647, 0, 1396.5715058823528, 1411.7880705882353, 0, 0, 0, 0, 975.9508941176471, 945.1880470588235, 0, 0, 831.0390352941176]",1820378.385128089,2896249.686141176,1631371.2964521698,13
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1030.3396328786343, 1425.1864235294117, 0, 0, 0, 0, 1424.2182352941177, 1388.246611764706, 1172.9009647058822, 1018.3663058823529, 975.9508941176471, 0, 0, 0, 831.0390352941176]",1767065.066921534,2896249.686141176,1631371.2964521698,13
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1443.547694117647, 0, 1396.5715058823528, 1411.7880705882353, 1424.2182352941177, 1388.246611764706, 0, 0, 975.9508941176471, 945.1880470588235, 905.8563529411764, 182.39846908738576, 0]",1602562.3486684484,2896249.686141176,1631371.2964521698,13
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 961.8379923026441, 1425.1864235294117, 1443.547694117647, 1383.1045411764705, 0, 1411.7880705882353, 0, 0, 1172.9009647058822, 0, 975.9508941176471, 0, 0, 0, 0]",1831098.6494565143,2896249.686141176,1631371.2964521698,13
winter,"[0, 0, 0, 0, 0, 0, 0, 148.83703517433102, 0, 0, 1425.1864235294117, 1443.547694117647, 0, 1396.5715058823528, 0, 1424.2182352941177, 1388.246611764706, 1172.9009647058822, 0, 0, 945.1880470588235, 0, 0, 0]",2122572.9448486436,3716563.404705882,2086035.5842533773,13
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1030.3396328779447, 1425.1864235294117, 0, 0, 1396.5715058823528, 0, 0, 0, 1172.9009647058822, 1018.3663058823529, 0, 0, 0, 0, 0]",2615992.777949767,3716563.404705882,2086035.5842533773,13
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1030.3396328781967, 1425.1864235294117, 0, 0, 0, 0, 0, 0, 0, 1018.3663058823529, 975.9508941176471, 0, 0, 0, 0]",2847064.032403836,3716563.404705882,2086035.5842533773,13
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1383.1045411764705, 0, 0, 0, 1388.246611764706, 0, 1018.3663058823529, 0, 945.1880470588235, 0, 0, 0]",2925239.6926800003,3716563.404705882,2086035.5842533773,13
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1443.547694117647, 1383.1045411764705, 1267.4306337939129, 0, 1424.2182352941177, 1388.246611764706, 1172.9009647058822, 1018.3663058823529, 975.9508941176471, 0, 0, 0, 0]",1982447.8726774664,3716563.404705882,2086035.5842533773,13
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2214.312654847059, 0, 0, 0, 0, 2267.5938658117648, 2289.4647617647056, 1474.6416293106488, 0, 0, 1827.7529691176471, 0, 0]",4303924.041508535,5637991.716914175,4373113.327225169,15
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2233.703825282353, 2223.6829761882354, 2291.573123094118, 2267.5938658117648, 0, 1009.9632226999566, 0, 0, 0, 0, 47.24880431645323]",4250325.670503593,5637991.716914175,4373113.327225169,15
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2214.312654847059, 0, 0, 2223.6829761882354, 2291.573123094118, 2267.5938658117648, 0, 0, 1076.6032609103277, 0, 0, 0, 0]",4280863.745466615,5637991.716914175,4373113.327225169,15
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1441.2920506866894, 0, 0, 2223.6829761882354, 2291.573123094118, 0, 2289.4647617647056, 0, 0, 0, 1827.7529691176471, 0, 0]",4303924.0415085945,5637991.716914175,4373113.327225169,15
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2214.312654847059, 0, 2233.703825282353, 0, 0, 2267.5938658117648, 0, 2081.897314882353, 1276.2582200292031, 0, 0, 0, 0]",4286993.152711394,5637991.716914175,4373113.327225169,15
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 226.03972813748663, 2229.4863282705883, 0, 0, 0, 2223.6829761882354, 0, 0, 0, 2081.897314882353, 0, 0, 0, 0, 0]",6079144.820866972,7363637.306811679,5483430.51996005,15
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2233.703825282353, 2223.6829761882354, 0, 2267.5938658117648, 2289.4647617647056, 1012.0717302148894, 0, 0, 0, 47.24872123393095, 0]",5155802.143645265,7363637.306811679,5483430.51996005,15
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2214.312654847059, 0, 932.4405928589396, 2223.6829761882354, 0, 2267.5938658117648, 2289.4647617647056, 0, 146.27102903948852, 0, 0, 0, 0]",5161432.417759681,7363637.306811679,5483430.51996005,15
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2214.312654847059, 0, 0, 2223.6829761882354, 0, 2267.5938658117648, 2289.4647617647056, 0, 0, 1078.7116222409672, 0, 0, 0]",5237985.7903862335,7363637.306811679,5483430.51996005,15
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1095.988064561131, 0, 0, 0, 0, 0, 2291.573123094118, 2267.5938658117648, 2289.4647617647056, 2081.897314882353, 0, 0, 0, 0, 47.24873933033603]",5245782.768617864,7363637.306811679,5483430.51996005,15
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2229.4863282705883, 0, 2220.7787534352938, 2233.703825282353, 0, 0, 0, 2289.4647617647056, 0, 0, 0, 1100.3322120927407, 0, 0]",4418215.362277089,5637991.716914175,4373113.327225169,15
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1172.0576146353012, 276.57195794885786, 0, 0, 0, 2223.6829761882354, 2291.573123094118, 0, 2289.4647617647056, 0, 1820.4149647058823, 0, 0, 0, 0]",4348171.759238459,5637991.716914175,4373113.327225169,15
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 568.8523406982919, 0, 0, 2233.703825282353, 0, 2291.573123094118, 2267.5938658117648, 2289.4647617647056, 0, 0, 422.5753204638859, 0, 0, 0]",4278249.219389969,5637991.716914175,4373113.327225169,15
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 865.0958741342804, 2214.312654847059, 2220.7787534352938, 0, 0, 2291.573123094118, 0, 2289.4647617647056, 0, 0, 0, 0, 0, 192.54017489733178]",4352791.5880652545,5637991.716914175,4373113.327225169,15
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 74.01313624172796, 0, 0, 2214.312654847059, 2220.7787534352938, 2233.703825282353, 0, 0, 0, 0, 0, 0, 1800.6020924352943, 0, 1530.3553690465662, 0]",4454955.533080516,5637991.716914175,4373113.327225169,15
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1481.979633722313, 2214.312654847059, 0, 0, 0, 0, 2267.5938658117648, 2289.4647617647056, 0, 1820.4149647058823, 0, 0, 0, 0]",5143315.293396359,7111729.146514787,5481201.326062282,15
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 226.03965109763857, 2229.4863282705883, 0, 1284.6771844064335, 0, 2223.6829761882354, 0, 0, 2289.4647617647056, 0, 1820.4149647058823, 0, 0, 0, 0]",5345046.005447878,7111729.146514787,5481201.326062282,15
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1166.7824578766406, 2220.7787534352938, 0, 0, 0, 2267.5938658117648, 2289.4647617647056, 2081.897314882353, 0, 47.24863057404936, 0, 0, 0]",5273726.886834349,7111729.146514787,5481201.326062282,15
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1334.5805834945645, 0, 2214.312654847059, 0, 0, 0, 0, 0, 2289.4647617647056, 0, 1820.4149647058823, 0, 1827.7529691176471, 0, 587.2397888445752]",5309249.162133225,7111729.146514787,5481201.326062282,15
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1334.5805742186446, 0, 2214.312654847059, 0, 140.06067921427473, 0, 0, 2267.5938658117648, 2289.4647617647056, 0, 0, 0, 1827.7529691176471, 0, 0]",5256464.651621934,7111729.146514787,5481201.326062282,15
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1334.5805898106862, 0, 0, 1429.9612941176472, 0, 0, 1444.6397647058825, 0, 1360.679294117647, 1063.746, 0, 859.8547058823528, 721.1604705882353, 0, 0]",1773893.9661839015,2774103.2168823527,1509224.8271933466,17
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 555.2215829145449, 0, 1440.1863529411764, 1447.1936470588237, 0, 1463.5429411764705, 0, 0, 1427.3089411764706, 0, 1063.746, 966.6698823529412, 0, 0, 0, 585.5378823529412]",1661171.4235062103,2774103.2168823527,1509224.8271933466,17
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 503.36176320563595, 1440.1863529411764, 0, 0, 0, 1461.8689411764706, 1444.6397647058825, 1427.3089411764706, 1360.679294117647, 1063.746, 0, 0, 721.1604705882353, 650.8143529411765, 0]",1500353.4025139175,2774103.2168823527,1509224.8271933466,17
spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1440.1863529411764, 0, 1429.9612941176472, 1463.5429411764705, 0, 0, 1427.3089411764706, 0, 1063.746, 966.6698823529412, 0, 721.1604705882353, 650.8143529411765, 585.5378823529412]",1634455.0001647058,2774103.2168823527,1509224.8271933466,17
spring,"[0, 0, 0, 0, 0, 0, 0, 148.8370351755001, 0, 0, 1440.1863529411764, 0, 1429.9612941176472, 0, 1461.8689411764706, 0, 1427.3089411764706, 1360.679294117647, 0, 966.6698823529412, 0, 0, 650.8143529411765, 585.5378823529412]",1658468.355487706,2774103.2168823527,1509224.8271933466,17
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1334.580589810777, 0, 0, 0, 1463.5429411764705, 0, 1444.6397647058825, 1427.3089411764706, 0, 1063.746, 966.6698823529412, 0, 721.1604705882353, 0, 0]",2210998.0108183506,3813936.4324588235,1933729.6456071946,17
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 555.2215829143944, 0, 0, 0, 0, 1463.5429411764705, 0, 1444.6397647058825, 1427.3089411764706, 0, 0, 966.6698823529412, 0, 721.1604705882353, 650.8143529411765, 0]",2496938.05973857,3813936.4324588235,1933729.6456071946,17
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1148.2329396762395, 1447.1936470588237, 1429.9612941176472, 0, 1461.8689411764706, 1444.6397647058825, 1427.3089411764706, 0, 1063.746, 0, 0, 0, 650.8143529411765, 0]",1899252.3760889345,3813936.4324588235,1933729.6456071946,17
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 555.2215829145725, 0, 0, 0, 0, 0, 0, 1444.6397647058825, 1427.3089411764706, 1360.679294117647, 0, 966.6698823529412, 859.8547058823528, 0, 0, 585.5378823529412]",2505984.7378679584,3813936.4324588235,1933729.6456071946,17
summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1440.1863529411764, 1447.1936470588237, 1429.9612941176472, 1463.5429411764705, 0, 0, 1427.3089411764706, 1360.679294117647, 0, 0, 859.8547058823528, 645.0387043821423, 0, 0]",1958913.5626536382,3813936.4324588235,1933729.6456071946,17
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1334.5805898107776, 0, 1447.1936470588237, 1429.9612941176472, 1463.5429411764705, 0, 0, 1427.3089411764706, 0, 1063.746, 0, 0, 0, 650.8143529411765, 585.5378823529412]",1627177.972125068,2774103.2168823527,1509224.8271933466,17
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1162.7271749703827, 0, 1429.9612941176472, 1463.5429411764705, 0, 1444.6397647058825, 1427.3089411764706, 1360.679294117647, 1063.746, 0, 0, 721.1604705882353, 0, 0]",1485658.6877727367,2774103.2168823527,1509224.8271933466,17
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1334.5805898107492, 0, 1447.1936470588237, 1429.9612941176472, 1463.5429411764705, 0, 1444.6397647058825, 0, 1360.679294117647, 0, 966.6698823529412, 0, 0, 0, 0]",1584928.5150662474,2774103.2168823527,1509224.8271933466,17
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1015.3397034669154, 1440.1863529411764, 0, 0, 1463.5429411764705, 1461.8689411764706, 1444.6397647058825, 0, 0, 0, 0, 859.8547058823528, 0, 0, 0]",1815295.7337944706,2774103.2168823527,1509224.8271933466,17
fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1447.1936470588237, 0, 1463.5429411764705, 1461.8689411764706, 1444.6397647058825, 0, 1360.679294117647, 0, 0, 0, 0, 0, 585.5378823529412]",1733896.0112823527,2774103.2168823527,1509224.8271933466,17
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 943.1921099450586, 1440.1863529411764, 1447.1936470588237, 1429.9612941176472, 0, 1461.8689411764706, 0, 0, 0, 1063.746, 966.6698823529412, 0, 0, 0, 585.5378823529412]",1997002.9526461472,3594775.773388236,1964247.95293573,17
winter,"[0, 0, 0, 0, 0, 0, 0, 0, 555.2215829136364, 0, 1440.1863529411764, 0, 1429.9612941176472, 0, 0, 0, 0, 1360.679294117647, 1063.746, 0, 0, 721.1604705882353, 0, 585.5378823529412]",2412673.5323162093,3594775.773388236,1964247.95293573,17
