Weather,Capacity,Company,BestPosition,BestFitness,BeforeOptimalPrice,BeforePrice
summer,9000,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 480.5273744486784, 0, 2156.2220712328767, 0, 2203.41895890411, 2207.357852054795, 2195.4417534246577, 2181.802389041096, 2186.0040328767127, 149.10704473208168, 0, 0, 0.029571918263596238, 0, 0]",4885188.277672786,5276532.307541492,7857921.31249315
summer,1000,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.738977792484421, 0, 115.73969919456222, 0, 295.0390188084942, 58.377927885295136, 1033.214581010463, 0, 0.0006941764597550418, 11.768106535937651, 0, 0, 0]",7026281.158381772,7074541.544680837,7361362.545231021
summer,3000,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 871.6026830400983, 0, 1896.5112844652085, 579.0379166662336, 1204.1787299023802, 35.30640213716639, 0, 0, 0, 0, 0]",6356118.384683284,6500899.543580468,7361362.545231021
summer,5000,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1868.254236547945, 1839.9777860383563, 1896.5639393205483, 1589.2712832854543, 391.4837782642333, 55.484588420155426, 0, 3.359415141789193, 0, 0, 0]",5685955.610984792,5927257.542480099,7361362.545231021
summer,7000,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1846.7419683835615, 0, 1868.254236547945, 1723.440438749772, 1893.9993286287072, 1870.3053654136988, 1417.0300951154697, 81.65133201808466, 0, 0.7302729686395472, 0, 0, 0]",5015792.8372863,5353615.54137973,7361362.545231021
summer,9000,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0.430811802397644, 0, 102.0056552055815, 1846.7419683835615, 1647.5848993625584, 1868.254236547945, 1839.9777860383563, 1896.5639393205483, 1870.3053654136988, 1880.4469561643834, 805.7183125341862, 0, 1.2326648615981988, 0.6484529984550599, 0, 0]",4546914.7641558135,4779973.540279361,7361362.545231021
summer,1000,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 309.09607600946265, 0, 391.61420525912644, 23.080583130660635, 264.1880943371189, 404.0915542829388, 125.03969167197701, 11.76880071241244, 0, 0, 0, 0, 0]",27646153.064827465,27694413.451126527,27981234.45167671
summer,3000,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09597342883644122, 0, 1601.5994982104337, 0, 1390.540005641633, 1107.664210741031, 451.430926051982, 34.629596015958086, 0, 0, 0.6768061212125378, 0, 0]",26975990.29112897,27120771.45002616,27981234.45167671
summer,5000,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38.23639869406397, 152.0824596985549, 2884.205325534116, 1319.778289752849, 3191.2485497769476, 57.847636315915, 0.48693242986459867, 0.5094348161712646, 0, 0, 0]",26305827.51743048,26547129.44892579,27981234.45167671
summer,7000,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.15735471569936874, 0, 0, 1.4525677789811828, 6891.929161643835, 2435.5725137375516, 1290.659834963087, 80.91810076655888, 0, 0, 1.4635042201635333, 0, 0]",25635664.74373199,25973487.447825424,27981234.45167671
summer,9000,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2812.5368152357005, 6274.829416257221, 4566.6256107288455, 105.9190076115888, 0.00019879991165629472, 0, 0, 0, 0]",24965501.9700335,25399845.446725048,27981234.45167671
summer,1000,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.755084694792212e-07, 813.9143263243836, 185.9068531889556, 11.612513387166144, 505.67651111529125, 0, 0, 0, 11.768800712391908, 0, 0]",3201929.8468778497,3250190.2331769112,3537011.2337270956
summer,3000,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 824.6015263621955, 0, 833.800599358904, 813.9143263243836, 821.0152792383989, 869.9496404522337, 388.0492423378085, 27.088889723868668, 0, 0, 8.217512413298591, 0, 0]",2531767.0731793586,2676548.2320765425,3537011.2337270956
