num,weather_condition,best_position,best_fitness,before_price,before_optimal,optimal,optiaml_per
35,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2314.4397077823533, 2254.5296653682353, 2112.322246309412, 1816.736851682353, 0, 790.7171744162542, 0, 785.0202352941177, 0, 0]",2916510.5066471808,5118715.396744322,3238508.6098926933,321998.1032455126,9.942789784838086
35,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1593.399968350207, 2237.1721411764706, 0, 0, 57.03625240644459, 0, 2112.322246309412, 1816.736851682353, 1281.7389176470588, 975.3594352941176, 0, 0, 0, 0]",2748573.891982376,4713708.1473030355,3083180.3268505298,334606.43486815365,10.852639138689442
41,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905.9566823529412, 0, 371.169611399658, 1961.1967764705882, 0, 1938.4519764705883, 1927.6608705882352, 1922.0804470588234, 47.24935843104221, 0, 0, 0, 0]",2146281.2122073676,3535010.326646053,2270131.9369570473,123850.72474967968,5.455661969836559
41,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1947.1161176470587, 1950.1731529411763, 1961.1967764705882, 1555.174066416988, 0, 0, 1922.0804470588234, 0, 0, 0, 0, 738.025320317647]",2216613.0572073576,3535010.326646053,2270131.9369570473,53518.87974968972,2.3575228769050325
41,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905.9566823529412, 0, 0, 1961.1967764705882, 1643.8909840627616, 0, 0, 1922.0804470588234, 1902.6156705882352, 0, 0, 0, 738.025320317647]",2950540.3667188417,4994510.605253583,3114303.818401954,163763.45168311242,5.25842888916164
41,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1950.1731529411763, 1961.1967764705882, 481.9517161467731, 0, 1927.6608705882352, 0, 1902.6156705882352, 1850.167694117647, 0, 0, 0]",2725481.5434182067,4664145.708387786,3033617.8879352803,308136.3445170736,10.157388171481122
46,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2621.315011764706, 2582.7755294117646, 2279.925657322172, 0, 0, 0, 1621.2197647058822, 0, 0, 968.5299176470589]",3631034.7325098924,5019763.884362685,3754885.4946736777,123850.76216378529,3.2983898534181177
46,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2655.483670588236, 2621.315011764706, 0, 0, 2444.911623529412, 2121.8467764705883, 0, 230.2087984997573, 0, 0, 0]",3631034.7454966395,5019763.884362685,3754885.4946736777,123850.7491770382,3.2983895075554512
46,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2127.969551433834, 0, 2582.7755294117646, 0, 2444.911623529412, 0, 0, 1621.2197647058822, 1296.8894117647058, 0, 0]",4702399.138416476,6912733.75628739,5032526.969435762,330127.83101928607,6.559882004095835
46,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2634.7019294117645, 2661.409694117647, 0, 0, 0, 0, 2444.911623529412, 0, 1833.550305882353, 498.8855013644317, 0.30677617725149364, 0, 0]",4550303.563813295,6518717.416931912,4888189.5964794075,337886.0326661123,6.912293927990559
48,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 927.7380815383806, 1889.8993058823528, 1996.783676470588, 1971.20865, 0, 1724.2223294117648, 1263.2585294117648, 0, 0, 300.653485358045, 0, 0]",1857717.68504539,3210185.5039557293,1945307.1142667234,87589.42922133347,4.502601598429356
48,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1915.4477323529413, 0, 452.4685337938967, 0, 1971.20865, 1934.8229647058822, 1724.2223294117648, 0, 0, 829.5524470588235, 673.7414823529413, 0, 572.3017411764706]",1896603.3886615837,3210185.5039557293,1945307.1142667234,48703.72560513974,2.503652263848243
48,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1724.2223294117648, 1263.2585294117648, 0, 829.5524470588235, 673.7414823529413, 616.5320823529412, 572.3017411764706]",2618280.5002852394,4530445.274709717,2650238.4878580887,31957.987572849263,1.2058532739322478
48,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1917.237771711765, 1913.3342496745804, 0, 0, 1237.2556233955534, 1971.20865, 0, 1724.2223294117648, 1263.2585294117648, 0, 0, 0, 0, 0]",2422723.1425491483,4197417.898643405,2566890.0781909004,144166.9356417521,5.616404725182407
49,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1138.1496617647058, 1153.8048970588234, 1198.250775, 1187.4417366117646, 1168.1999294117647, 0, 0, 0, 1435.683705882353, 0, 1609.9941176470588, 0, 0, 1182.2410574762537]",1814704.4692269007,3048118.182956213,1783239.7932672063,-31464.675959694432,-1.7644669033571563
49,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1198.250775, 1187.4417366117646, 1168.1999294117647, 1169.2184294117646, 0, 1303.896705882353, 1435.683705882353, 1001.0804809927852, 1609.9941176470588, 0, 0, 0]",1742355.002129971,3048118.182956213,1783239.7932672063,40884.79113723524,2.2927253693866474
49,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1153.8048970588234, 0, 1187.4417366117646, 1168.1999294117647, 1169.2184294117646, 0, 1303.896705882353, 1435.683705882353, 1558.7703529411765, 1096.7501236519934, 0, 0, 0]",2042271.1824780863,4038466.6919610556,2158259.9051094265,115988.72263134015,5.374177704768109
49,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1153.8048970588234, 1198.250775, 0, 0, 0, 1209.6937058823528, 0, 1435.683705882353, 0, 0, 1571.4571764705881, 1462.5010588235293, 0]",2304907.71495119,3918505.483180658,2287977.6627281527,-16930.052223037463,-0.7399570589710348
50,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1044.5538545458824, 1054.890363024706, 0, 1066.7074904882352, 1041.0974385541176, 1047.1914419917646, 1106.7763764705883, 1227.8990117647058, 1050.336209894851, 0, 0, 1434.3136941176472, 0, 0]",1465789.50118122,2779867.9589948943,1514989.569305888,49200.068124667974,3.2475516083724343
50,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1054.890363024706, 0, 0, 1041.0974385541176, 0, 0, 1227.8990117647058, 1350.3176470588235, 0, 1465.9056, 0, 1326.8092235294118, 0]",1520690.5396930198,2779867.9589948943,1514989.569305888,-5700.970387131907,-0.37630426655306154
50,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1066.7074904882352, 0, 0, 1106.7763764705883, 0, 1350.3176470588235, 0, 0, 1434.3136941176472, 0, 0]",1763805.4522865615,3685551.5972762117,1805344.8104245823,41539.35813802085,2.3009099368807884
50,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1046.7102271882354, 0, 1054.890363024706, 1080.1662352941178, 1066.7074904882352, 1041.0974385541176, 770.5202439503216, 0, 1227.8990117647058, 1350.3176470588235, 1435.4572235294117, 0, 0, 0, 0]",1839016.427675239,3579817.0248173615,1949289.2043648565,110272.77668961743,5.65707625336939
53,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 985.3656883875749, 1836.268094117647, 1829.8319294117648, 1824.1257176470588, 1839.8454352941176, 1612.058188235294, 0, 0, 0, 0, 0, 0]",2438021.9685913073,3777765.5592847057,2512887.1695956993,74865.201004392,2.979250398116249
53,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1829.8319294117648, 1824.1257176470588, 1839.8454352941176, 1612.058188235294, 1302.5886352941177, 0, 1214.7827294117649, 450.5332455511479, 0, 0]",2438711.068159421,3777765.5592847057,2512887.1695956993,74176.10143627832,2.951827775387646
53,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1824.1257176470588, 1839.8454352941176, 1612.058188235294, 1302.5886352941177, 1239.9365647058823, 1214.7827294117649, 1040.4286102644976, 0, 0]",3071584.010358002,5086171.763237647,3205964.976386018,134380.96602801606,4.191591830160897
53,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1098.8172220280887, 1829.8319294117648, 1824.1257176470588, 0, 1612.058188235294, 1302.5886352941177, 0, 1214.7827294117649, 1191.5614588235294, 0, 0]",2891019.944065703,4832741.182447059,3202213.361994554,311193.41792885074,9.718072556383893
54,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7965.437082352942, 0, 0, 2061.0789857849745, 0, 0, 47.24979975335628, 0, 0]",16474104.46024108,17862833.581157647,16597955.191468641,123850.73122756183,0.7461806577910343
54,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7965.437082352942, 0, 0, 2061.0744639460595, 0.21657705196337582, 0, 47.03700293726138, 0, 0]",16474104.550836606,17862833.581157647,16597955.191468641,123850.64063203521,0.7461801119676146
54,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7965.437082352942, 0, 0, 2061.079929177661, 0, 0, 47.24885568426203, 0, 0]",21506852.239103734,23717186.845665883,21836980.05881425,330127.81971051544,1.5117833089620059
54,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3529.453786734119, 0, 6544.312094117648, 0, 0, 0, 0]",20801301.656330973,22769715.509449407,21139187.688996904,337886.0326659307,1.5983870224199899
57,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2960.643388235294, 2902.5063529411764, 0, 1427.9078288584553, 2735.459576470588, 0, 0, 0, 47.248731983919335, 0]",5399352.165614944,6787018.224304941,5522139.834615935,122787.66900099069,2.223552330770171
57,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2977.6133647058823, 0, 0, 3223.3248, 3028.441976470588, 797.1370189402587, 0, 0, 0, 0, 0]",5398289.158937743,6787018.224304941,5522139.834615935,123850.6756781917,2.242802235861989
57,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2960.643388235294, 2902.5063529411764, 1427.9064089625658, 0, 2735.459576470588, 0, 0, 47.24915431395043, 0, 0]",6828959.262891279,9039293.867486117,7159087.080634489,330127.8177432101,4.611311666206914
57,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2746.656, 0, 0, 0, 0, 0, 3028.441976470588, 0, 2524.984094117647, 0, 1773.6838102137165, 0, 0]",6797671.413724823,8670666.429283764,7040138.60883126,242467.19510643743,3.44406848470686
58,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 221.41799401958147, 1113.162595790588, 1115.7835764705883, 0, 1150.2972, 1142.5345411764706, 1163.6669647058823, 0, 0, 1130.3597647058823, 1020.209294117647, 934.0500705882353, 0, 858.8877882352941, 0, 0]",1174389.601232884,2440169.9706466766,1175291.58095767,901.9797247860115,0.07674518727097882
58,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1113.162595790588, 1115.7835764705883, 0, 0, 1142.5345411764706, 1163.6669647058823, 1133.7617647058823, 1147.893882352941, 0, 1020.209294117647, 934.0500705882353, 916.1633647058824, 0, 0, 0]",1228562.9750618758,2440169.9706466766,1175291.58095767,-53271.39410420577,-4.532610882892424
58,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1113.162595790588, 0, 0, 1150.2972, 0, 1163.6669647058823, 0, 1147.893882352941, 1130.3597647058823, 1020.209294117647, 0, 0, 0, 0, 670.1882823529412]",1465252.353012597,3302386.794095181,1422180.0072435518,-43072.345769045176,-3.0286142084451995
58,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1113.162595790588, 0, 0, 0, 0, 0, 0, 1147.893882352941, 1130.3597647058823, 1020.209294117647, 934.0500705882353, 0, 0, 693.2551764705883, 0]",1796801.5620231947,3144016.5529959695,1513488.7325434645,-283312.8294797302,-18.719189868273038
59,fall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1269.2102813905883, 0, 1294.370588317647, 1311.5685349529413, 1301.1015276, 0, 1255.8489584823528, 0, 0, 1148.1931134941176, 0, 988.2691199999999, 974.691105882353, 530.5126507326876]",1658595.8685360318,2824407.39697347,1559529.0072844638,-99066.86125156796,-6.352357717543742
59,spring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1261.9127964870588, 1193.6132599210337, 1266.6234270235295, 1294.370588317647, 0, 0, 0, 0, 1177.7947152470588, 1123.8866672117647, 0, 0, 988.2691199999999, 0, 887.8977680705883]",1653827.7913723497,2824407.39697347,1559529.0072844638,-94298.78408788587,-6.046619437498248
59,summer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1269.2102813905883, 1266.6234270235295, 0, 1311.5685349529413, 0, 1266.1682075647059, 1255.8489584823528, 0, 0, 0, 0, 0, 0, 0]",1901144.3210820542,3782760.689998544,1902553.9031469147,1409.5820648605004,0.07408894236998934
59,winter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1266.6234270235295, 0, 0, 1301.1015276, 0, 1255.8489584823528, 1177.7947152470588, 1123.8866672117647, 0, 0, 988.2691199999999, 974.691105882353, 887.8977680705883]",2128442.636384591,3622758.1749082142,1992230.3544557097,-136212.2819288813,-6.837175310788565
