Weather,Capacity,Company,BestPosition,BestFitness,BeforeOptimalPrice,BeforePrice,optimal_rate,save_price
spring,3500,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1544.5745107947077, 1920.7345469589045, 0, 0, 0, 2250.881409406027, 9.820864282472925, 0, 0, 0, 0, 0]",4407564.723146228,4422685.350803206,5150034.34887037,0.3418879358946835,15120.627656977624
spring,3500,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 701.7911013698631, 670.6800000000001, 676.3238136986301, 664.1591671232877, 692.2184547945207, 0, 0, 0, 793.4467068493151, 556.5182141537985, 0, 867.8601863013699, 0, 0]",1453304.4956569143,1391533.8138150282,2118882.8118821923,-4.439035633100117,-61770.68184188614
spring,3500,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1219.6596821917808, 0, 0, 1179.253479452055, 1172.334378082192, 0, 1291.723791780822, 0, 360.57458458728763, 0, 411.10344500251483, 0, 42.74153748247813]",2991314.6599423904,3021481.240576672,3748830.2386438358,0.9984037044202859,30166.580634281505
spring,3500,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 690.5925361303146, 1193.6408547945207, 0, 1219.8555616438357, 0, 1227.8623561643835, 1189.245106849315, 0, 0, 0, 0, 0, 0, 0]",2474924.1824841755,2488299.098908178,3215648.0969753414,0.5375124087723688,13374.916424002498
spring,3500,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 983.4327437447912, 0, 714.7513716646376, 0, 1845.0708164383564, 0, 1590.4334465753425, 0, 0, 0, 0, 0, 0, 0]",3535996.5075617745,3464962.2533739326,4192311.2514410964,-2.0500729587652455,-71034.2541878419
spring,3500,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1039.1959543627654, 283.859502568185, 0, 2207.357852054795, 0, 0, 2186.0040328767127, 0, 0, 0, 0, 0, 0]",5123880.498987441,5176682.607368453,5904031.605435617,1.0199989527241695,52802.108381012455
spring,3500,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 219.7424996205847, 355.2157399722243, 900.5158356164384, 99.6830714256397, 0, 913.8415561643837, 892.2924493150686, 0, 0, 865.1687671232876, 0, 0, 644.9038027397261, 215.81825804802352, 387.72414246575346]",1635296.1361921343,1567065.0111783529,2294414.0092455163,-4.354071115561132,-68231.12501378148
spring,3500,31,"[0, 0, 0, 0, 0, 0, 0, 0, 0.346140146103755, 0, 0, 0, 0, 0, 4404.8738101575045, 0, 2.939231044847948, 1314.2472697944545, 0, 0, 0, 0, 0.3774504603285047, 4.226080894948451]",14422652.123120083,14485374.968267081,15212723.966334244,0.43300808770504645,62722.84514699876
spring,3500,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.268462406167071, 1954.7751452054792, 0, 1948.9701149138034, 0, 1680.2348928334902, 0, 0, 0, 0, 0.3054783332284787, 13.59127343006573]",5335858.625367906,5380842.638973932,6108191.637041097,0.8360031434519669,44984.01360602584
spring,3500,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 807.6749685398988, 0, 0, 0, 2180.629479452055, 2177.20898630137, 0, 0, 16.023820241310894, 0, 0, 0, 0, 331.9178062828456]",5889199.004456744,5879761.224672561,6607110.222739725,-0.1605129770334951,-9437.779784183018
spring,3500,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1219.7625814344183, 1598.8287904155318, 1299.371590725079, 0, 1591.988870060274, 0, 0, 0, 0, 0, 0]",3100745.8917307905,3161370.246567299,3888719.244634462,1.91766070115755,60624.35483650863
spring,3500,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1528.3923287671232, 0, 0, 1568.0481534246576, 0, 0, 1538.5952219178084, 0, 0, 976.8096361650812, 0, 0, 0]",2734175.0181103423,2751272.621170815,3478621.619237979,0.6214434341732664,17097.603060472757
spring,3500,46,"[0, 0, 0, 0, 0, 0, 0, 0, 98.25059531296554, 0, 0, 0, 1289.2306308125205, 0, 2246.324252054795, 0, 0, 2089.0052383561647, 0, 0, 0, 0, 0, 0]",4506900.810212078,4526704.0173848905,5254053.015452055,0.4374751938001316,19803.207172812894
spring,3500,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 24.65713796373414, 0, 0, 0, 1691.1316602739726, 1208.4326341987048, 1766.460676712329, 3.3901364561922165, 977.2352494903802, 0, 0, 0, 0, 50.215546463322504, 0]",2715460.6509275455,2774253.391388138,3501602.3894553017,2.1192274881269775,58792.74046059232
spring,3500,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 894.1996849315069, 0, 0, 0, 0, 0, 944.9911232876714, 1023.1017534246575, 0, 1236.320383561644, 237.3938078237467, 221.2936358439052, 1166.6559452054796, 0]",2320861.562413164,2241863.77154058,2969212.7696077446,-3.52375518420987,-78997.7908725841
spring,3500,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 820.2065275221918, 154.36181954577395, 0, 646.5601711944906, 813.9143263243836, 692.6955891964107, 870.0361643835618, 970.1986191780821, 264.2757634879714, 336.46837488272183, 0, 0, 0, 0]",1988797.6087893115,1986308.4203679867,2713657.4184351503,-0.1253173170792719,-2489.188421324827
spring,3500,53,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 93.42484954678942, 0, 1469.6664658866373, 37.39299614636048, 0, 0, 1549.8000066674865, 1566.8906301369866, 0, 0, 1009.086904109589, 0, 0, 0, 0]",3150571.928919998,3178451.9906780412,3905800.988745205,0.8771584985336132,27880.061758043244
spring,3500,54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5610.557559253285, 0, 0, 0, 0, 0, 0, 0]",17362881.246938113,17409789.192047898,18137138.190115064,0.2694343084361429,46907.9451097846
spring,3500,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 636.0331349963989, 80.33352299322007, 0, 2482.3075068493154, 820.1562012004524, 0, 0, 262.0600274386994, 0, 0, 1405.998811900409, 0, 0, 0]",6229649.560382567,6224400.891887905,6951749.889955068,-0.08432407529377998,-5248.66849466227
spring,3500,58,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 681.0714510114296, 927.9857095890411, 939.2413808219179, 929.9847452054796, 825.6389917808219, 71.3445421614627, 739.339594520548, 0, 0, 538.8164383561644]",1754116.8731060529,1728040.0742501994,2455389.0723173628,-1.5090390115615973,-26076.7988558535
spring,3500,59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1003.0407375013698, 305.2987178903635, 1046.0684873534246, 1044.80453529863, 686.6464519541263, 0, 0, 0, 0, 826.2339988273973, 0, 0, 716.1097456]",2070064.6931737484,2046572.5713081222,2773921.569375286,-1.1478763174574633,-23492.12186562619
spring,4000,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6532.395476605496, 0, 0, 0, 0, 13.989616255658271, 0]",20775937.304808315,20847338.20224731,21678594.200038355,0.3424940716474712,71400.89743899554
spring,4000,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1359.1027726027396, 138.98832980894105, 1374.3139068493151, 1353.5459506849315, 0, 1322.5555726027396, 0, 996.8356141867871, 0, 0, 0, 0, 0]",2650577.8464256967,2687709.2698034756,3518965.26759452,1.3815267817450316,37131.42337777885
spring,4000,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2151.303189041096, 0, 0, 0, 1235.2051098005386, 0, 2258.898410958904, 0, 0, 380.6828857569691, 0]",6177938.500436704,6088682.356093887,6919938.353884933,-1.4659353062405036,-89256.14434281643
spring,4000,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1675.6037260273974, 0, 1608.479688590198, 0, 1749.5585753424657, 980.7200614066071, 0, 0, 0, 0, 0, 0, 530.0344109589041]",2645063.559957975,2688736.4433048456,3519992.4410958905,1.6242902295470156,43672.88334687054
spring,4000,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1886601377702, 0, 0, 0, 1736.5756268602738, 1719.696235112329, 1718.7696244273973, 1130.0772427148584, 0, 0, 0, 0, 0, 0, 0]",3384701.548993671,3434838.679053259,4266094.676844304,1.4596647686932267,50137.130059588235
spring,4000,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 576.3820799766263, 0, 0, 930.9855845465164, 2097.225556779178, 0, 0, 443.88885026380933, 682.945452486558, 1548.741304109589, 0, 0, 53.33460877553671, 0]",3259560.825390009,3213283.187426741,4044539.185217785,-1.4401979304017853,-46277.63796326844
spring,4000,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133.33828501136048, 0, 0, 0, 19.522740147872263, 140.33011404005475, 3450.555616438356, 0, 0, 2795.9087342465755, 0, 0, 0]",5936274.083901731,5921656.145573339,6752912.143364384,-0.24685557501205688,-14617.938328391872
spring,4000,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 125.47038525369237, 0, 0, 1157.4256438356165, 0, 1181.5330191780822, 1191.4163506849316, 1157.450498630137, 961.9870684931508, 0, 0, 759.3370520547945, 0, 0, 0]",2111010.04207269,2118835.0511925174,2950091.048983562,0.36930713957291056,7825.0091198273
spring,4000,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1868.254236547945, 1839.9777860383563, 1896.5639393205483, 0, 270.7321061775927, 0, 0, 268.987901807646, 0, 0, 372.57956422318506]",4818202.004240976,4858226.028755671,5689482.026546716,0.8238403128589493,40024.02451469563
spring,4000,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1263.7331506849314, 0, 1274.9533150684933, 0, 1256.9424657534246, 1241.3697534246576, 0, 909.3600000000001, 0, 589.076393451455, 10.348920128674134, 0, 0]",2088040.7921953183,2113783.277071969,2945039.274863014,1.2178393667826515,25742.48487665085
spring,4000,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2260.3891068493153, 741.3958311142701, 0, 0, 0, 2209.935691529863, 0, 502.29827361456967, 0, 0, 0, 822.9259395726029, 0]",4329897.029580881,4318778.351079325,5150034.34887037,-0.25744962111280795,-11118.678501555696
spring,4000,19,"[0, 0, 0, 0, 0, 0, 0, 0, 5.577091309286968, 140.57791045577346, 289.34866234536315, 670.6800000000001, 676.3238136986301, 664.1591671232877, 692.2184547945207, 0, 0, 0, 0, 440.26402046561225, 403.93943327575334, 867.8601863013699, 812.9399671232877, 721.4388164383563]",1406030.0222660098,1287626.8140911476,2118882.8118821923,-9.195459963952006,-118403.2081748622
spring,4000,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1219.6596821917808, 1236.7656986301372, 1206.9997150684933, 1179.253479452055, 334.828771803599, 0, 1291.723791780822, 0, 0, 76.77465084557252, 0, 0, 0]",2885807.1283841403,2917574.2408527914,3748830.2386438358,1.0888193357289058,31767.11246865103
spring,4000,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 600.2499449124056, 0, 1190.1556809217627, 0, 1219.8555616438357, 0, 1227.8623561643835, 1189.245106849315, 1118.8563287671234, 0, 0, 0, 0, 0, 0]",2330696.723146435,2384392.0991842975,3215648.0969753414,2.251952439207958,53695.37603786262
spring,4000,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.545231105508162, 1666.102093150685, 726.6462848247203, 1833.676668493151, 0, 0, 0, 1329.7528109589043, 0, 0, 952.0393662838026, 0, 0, 0]",3345010.6207603524,3361055.2536500515,4192311.2514410964,0.47736891181050894,16044.63288969919
spring,4000,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38.3463287387674, 2156.2220712328767, 0, 0, 0, 0, 1970.4693955031005, 2136.4387820790816, 0, 0, 0, 0, 0, 0]",5035605.070025468,5072775.607644572,5904031.605435617,0.7327455518254822,37170.53761910368
spring,4000,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 302.67348285252046, 419.7003610036201, 900.5158356164384, 324.16225891291674, 917.1703232876713, 0, 0, 0, 914.4966575342465, 865.1687671232876, 0, 747.9748602739727, 644.9038027397261, 441.1800174027398, 0]",1525378.9020204525,1463158.0114544723,2294414.0092455163,-4.252506569958818,-62220.890565980226
spring,4000,31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.411620816110876, 0, 0, 0, 0, 4948.05630405735, 1417.1972540471172, 20.833112193629567, 5.826120941895458, 0, 31.531932432517245, 0, 69.42667337488139, 0.4598761746427747]",14318353.240390664,14381467.9685432,15212723.966334244,0.4388615146283234,63114.728152535856
spring,4000,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1944.423715068493, 549.2064897577069, 0, 1961.052756164384, 0, 0, 4.130444206453891, 0, 0, 97.11425048824007, 1918.3096109589042, 23.670064336361335, 16.21951903344513]",5290098.409356427,5276935.639250052,6108191.637041097,-0.24943965600925702,-13162.770106375217
spring,4000,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2180.629479452055, 2177.20898630137, 0, 2103.868405479452, 0, 0, 0, 73.11255563979583, 3.2107880307489407, 0]",5707277.42246443,5775854.224948681,6607110.222739725,1.1873014763432665,68576.80248425063
spring,4000,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1024.5060386031064, 1057.335057539466, 1988.1496280142467, 1861.391944507397, 0, 0, 0, 0, 0, 572.4840328767123, 0]",3021641.7903708555,3057463.246843418,3888719.244634462,1.1716070997597554,35821.456472562626
spring,4000,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 752.4035686797799, 0, 1528.761386870274, 0, 0, 0, 1145.282306602742, 1538.5952219178084, 0, 0, 0, 1337.6513095890414, 229.31893527599442, 9.818478743343245]",2699668.6823438783,2647365.6214469345,3478621.619237979,-1.9756644293188796,-52303.06089694379
spring,4000,46,"[0, 0, 0, 0, 0, 0, 0, 0, 113.14542102231825, 0, 0, 688.6749910323675, 0, 10.513527766911011, 2246.324252054795, 2146.1513600859867, 0, 0, 0, 0, 1339.862794520548, 0, 0, 0]",4395495.583854578,4422797.017661011,5254053.015452055,0.6172888716667972,27301.43380643241
spring,4000,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1558.0823589041097, 1623.0696683684537, 1109.6836112449262, 0, 1734.623802739726, 0, 0, 0, 0, 0, 521.0505863013699, 0]",2673737.025261807,2670346.3916642573,3501602.3894553017,-0.1269735495040533,-3390.6335975495167
spring,4000,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 905.26598630137, 825.7507403741192, 924.5384395835617, 0, 910.350591780822, 944.9911232876714, 1023.1017534246575, 0, 492.0462829188404, 513.4847314772902, 0, 0, 0]",2122978.0278967205,2137956.7718166993,2969212.7696077446,0.7006102329772959,14978.74391997885
spring,4000,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 270.8237520693125, 193.55798409579631, 84.64609750905589, 0, 833.800599358904, 0, 0, 870.0361643835618, 282.0045476384868, 471.7479805720207, 626.1187549797492, 1164.7832547945206, 484.6590788065275, 306.9960387566772, 927.6401095890411]",1978618.5872179994,1882401.420644106,2713657.4184351503,-5.11140533143937,-96217.16657389328
spring,4000,53,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1561.1509479452056, 584.5439924153707, 0, 1566.5941479452053, 0, 1566.8906301369866, 0, 0, 0, 0, 0, 962.6102136986301, 0]",3113590.3420456112,3074544.990954161,3905800.988745205,-1.2699554310094079,-39045.35109145008
spring,4000,54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2246.981123415995, 0, 0, 0, 3580.591805766959, 0, 0, 509.96984289030826, 97.60351061263098, 0, 0, 0, 0]",17267740.505056955,17305882.19232402,18137138.190115064,0.22039724322162954,38141.68726706505
spring,4000,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 894.7869227320715, 0, 2482.3075068493154, 0, 2395.7844164383564, 0, 0, 0, 671.5614420324254, 0, 0, 0, 0]",6083034.0664742645,6120493.892164024,6951749.889955068,0.6120392626764706,37459.825689759105
spring,4000,58,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 433.64771926939085, 442.89401017803186, 930.0539835616439, 0, 0, 952.1765260273974, 927.9857095890411, 939.2413808219179, 929.9847452054796, 150.1828067390045, 0, 0, 706.169095890411, 0, 0]",1623686.5419571623,1624133.0745263188,2455389.0723173628,0.02749359496214471,446.532569156494
spring,4000,59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 317.9710746226537, 1003.0407375013698, 209.49612634108098, 1046.0684873534246, 1044.80453529863, 1012.6083248547944, 134.32593238130693, 634.492626316951, 902.4378598684931, 0, 0, 0, 0, 0]",1947695.7475164942,1942665.5715842415,2773921.569375286,-0.25893164556113885,-5030.17593225278
spring,4500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97.19781605853207, 5560.109809987181, 0, 0, 0, 1518.7325841375512, 0, 0, 0, 92.33094628566602, 60.204006987718]",20721990.777328506,20743431.202523433,21678594.200038355,0.10336007088508259,21440.42519492656
spring,4500,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 222.89763641329438, 0, 899.5555705572988, 0, 1374.3139068493151, 1353.5459506849315, 0, 1322.5555726027396, 1269.6113095890412, 0, 0, 912.4692164383564, 0, 0, 0]",2538838.0454644393,2583802.2700795955,3518965.26759452,1.7402347360648087,44964.224615156185
spring,4500,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61.642460654396004, 1430.3442542675512, 0, 2151.303189041096, 2144.92615890411, 0, 0, 0, 0, 0, 136.94192007158003, 100.00879824673312, 418.6448494066161, 366.2990061182677]",6031068.90972729,5984775.356370007,6919938.353884933,-0.773521988724442,-46293.553357283585
spring,4500,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1724.5795068493153, 936.6427667449944, 737.8199041391003, 1679.2786849315069, 1525.2233424657536, 0, 0, 0, 0, 568.1332602739726, 0]",2560525.640316625,2584829.443580965,3519992.4410958905,0.9402478498028085,24303.80326433992
spring,4500,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 411.55437784065253, 0, 1703.2197488109593, 0, 0, 1719.696235112329, 0, 1032.2701154626766, 1564.2187397260275, 0, 0, 919.5876909150684, 0, 0, 0]",3292585.2650693604,3330931.6793293795,4266094.676844304,1.1512218787909638,38346.41426001908
spring,4500,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2126.9727069490414, 0, 0, 0, 0, 301.29167857430883, 2026.1982298762662, 0, 1548.741304109589, 851.1240328767125, 510.3666657315069, 0, 0]",3117555.4504010174,3109376.18770286,4044539.185217785,-0.26305156418528713,-8179.262698157225
spring,4500,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3524.3104438356168, 732.4711202714414, 0, 0, 0, 2395.765582638161, 0, 0, 0, 0, 579.4670465753425]",5859271.834950945,5817749.145849459,6752912.143364384,-0.7137242954366619,-41522.68910148647
spring,4500,13,"[0, 0, 0, 0, 0, 0, 0, 0, 130.0080836605625, 548.1865252820403, 0, 0, 1157.4256438356165, 1166.0218520547944, 0, 0, 1157.450498630137, 961.9870684931508, 0, 0, 0, 727.5406684931507, 0, 664.0544219178082]",2165358.667305938,2014928.0514686368,2950091.048983562,-7.465805825059389,-150430.61583730113
spring,4500,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1868.254236547945, 0, 1896.5639393205483, 0, 1880.4469561643834, 0, 1467.7945643835617, 0, 0, 0, 250.3311832372559]",4731712.997229304,4754319.029031792,5689482.026546716,0.4754841159048436,22606.03180248756
spring,4500,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1263.7331506849314, 394.38856561072487, 0, 996.9601893563315, 750.3934395752515, 1241.3697534246576, 0, 909.3600000000001, 767.5740699132696, 0, 0, 532.8187397260274, 474.5520000000001]",2050522.3157828404,2009876.277348089,2945039.274863014,-2.0223154476145835,-40646.03843475133
spring,4500,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 13.295094342627563, 180.07408292200518, 0, 0, 0, 1871.6150615890413, 1997.0771457972605, 0, 2250.881409406027, 0, 0, 1049.295664260822, 0, 0, 0]",4172195.2522573476,4214871.351355445,5150034.34887037,1.012512495413959,42676.09909809707
spring,4500,19,"[0, 0, 0, 0, 0, 0, 0, 0, 17.287265033070604, 670.7084054794522, 701.7911013698631, 0, 0, 664.1591671232877, 692.2184547945207, 0, 0, 0, 793.4467068493151, 855.7132931506851, 881.3439123287671, 528.921720909294, 812.9399671232877, 721.4388164383563]",1324186.888142083,1183719.8143672668,2118882.8118821923,-11.866581269478878,-140467.07377481624
spring,4500,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 14.175482893709619, 0, 1148.8281532750163, 0, 646.0801757912825, 26.99564622829199, 0, 1204.9332164383563, 1291.723791780822, 0, 5.133452280933982, 27.44284912153767, 1554.926597260274, 1444.197895890411, 0]",2858540.7510064202,2813667.241128911,3748830.2386438358,-1.5948406841281313,-44873.50987750944
spring,4500,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 955.1430818068343, 0, 0, 1219.8555616438357, 1232.1054246575343, 1227.8623561643835, 0, 0, 0, 921.3976618611267, 905.4779178082192, 877.033380821918, 25.916111845385906, 0]",2313018.5052919937,2280485.099460417,3215648.0969753414,-1.4266002369090016,-32533.40583157679
spring,4500,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 320.9616444668883, 62.00749519209207, 0, 287.56770139468165, 1833.676668493151, 1845.0708164383564, 0, 1590.4334465753425, 1329.7528109589043, 0, 0, 0, 0, 0, 0]",3209709.7919357643,3257148.253926171,4192311.2514410964,1.4564415952888958,47438.46199040674
spring,4500,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 421.0935342865588, 0, 2156.2220712328767, 0, 98.10553179465171, 0, 2195.4417534246577, 0, 0, 0, 0, 0, 874.3505046409992, 1598.249687671233, 0]",5015430.715353768,4968868.60792069,5904031.605435617,-0.9370766487738262,-46562.10743307788
spring,4500,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 520.1941604369846, 886.8812054794522, 900.5158356164384, 0, 0, 0, 0, 902.2716493150685, 0, 701.6527949205079, 0, 0, 326.0732641895281, 441.1800174027398, 387.72414246575346]",1714084.0706627802,1359251.0117305918,2294414.0092455163,-26.1050428412348,-354833.05893218843
spring,4500,31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2492.5283660102004, 4870.7207013698635, 0, 0, 0, 0, 0, 0]",14196595.595035795,14277560.968819318,15212723.966334244,0.5670812680144951,80965.37378352322
spring,4500,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1944.423715068493, 0, 0, 0, 0, 0, 1952.282564383562, 0, 0, 1515.7121942162207, 1918.3096109589042, 20.346175541779807, 0]",5200250.275095479,5173028.639526171,6108191.637041097,-0.5262224021207303,-27221.635569307953
spring,4500,33,"[0, 0, 0, 0, 0, 0, 0, 0, 9.860038580290322, 0, 0, 2178.1866082191787, 243.74944678338417, 0, 0, 2177.20898630137, 0, 2102.2674196206326, 21.269557149220102, 0, 609.6561495469964, 0, 3.1832432631714926, 0]",5620772.1616515,5671947.2252248,6607110.222739725,0.9022485848547821,51175.06357330084
spring,4500,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 564.0081800902982, 0, 941.1199900718045, 1226.8640896589027, 1590.8369355309842, 1861.391944507397, 0, 156.5082187729533, 0, 710.0943780821918, 284.4375586953038, 0, 0]",2911790.118643304,2953556.2471195376,3888719.244634462,1.4140962616495352,41766.12847623369
spring,4500,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 14.735051450769529, 1523.8510027397263, 795.7788594411272, 0, 1561.0000438356165, 0, 0, 1549.1336547945207, 1538.5952219178084, 0, 72.26985635467663, 0, 252.7292844492273, 0, 0]",2527316.854176588,2543458.6217230544,3478621.619237979,0.6346384961250671,16141.767546466552
