y_true,y_pred
2.5854297e-05,-60.90372
2.5854297e-05,-10.264623
2.5854297e-05,-17.095188
2.5854297e-05,-23.905796
2.5854297e-05,-31.520054
2.5854297e-05,-31.69138
2.5854297e-05,-6.259984
2.5854297e-05,30.184292
2.5854297e-05,100.80422
128.4,520.4982
700.4,1287.4014
1484.0,2248.2236
1418.8,2599.0022
1285.6,2727.1055
1104.4,2320.2676
1253.6,1715.7672
650.8,915.53595
303.6,499.59174
27.200039,192.56918
2.5854297e-05,95.65267
2.5854297e-05,33.886745
2.5854297e-05,15.553981
2.5854297e-05,-18.116184
2.5854297e-05,-65.78129
2.5854297e-05,-41.411045
2.5854297e-05,-26.237034
2.5854297e-05,-79.110085
2.5854297e-05,-45.88706
2.5854297e-05,22.764248
2.5854297e-05,-14.645482
2.5854297e-05,0.3695327
2.5854297e-05,168.9808
2.5854297e-05,563.79694
49.199978,1029.6394
299.6,1513.5497
553.6,2009.2098
402.80002,1859.011
735.2,1681.476
502.4,1513.0343
1004.0,915.2748
440.0,328.9729
168.80002,162.9791
2.5854297e-05,55.723843
2.5854297e-05,-19.473972
2.5854297e-05,-62.231907
2.5854297e-05,-68.10178
2.5854297e-05,-82.60386
2.5854297e-05,-22.980686
2.5854297e-05,-73.21909
2.5854297e-05,-71.84226
2.5854297e-05,-63.62253
2.5854297e-05,-51.193333
2.5854297e-05,-42.37778
2.5854297e-05,-28.632664
2.5854297e-05,-6.9398546
2.5854297e-05,54.12936
2.5854297e-05,116.34994
556.0,433.04312
1884.8,1932.0035
2858.8,2247.351
3320.4,3220.8198
3487.2,3294.0776
3252.4001,3035.5854
2737.2,2206.9731
1839.2001,1667.0068
779.2,595.81433
72.80001,106.54415
2.5854297e-05,3.7582655
2.5854297e-05,-46.394016
2.5854297e-05,-41.08878
2.5854297e-05,-54.741856
2.5854297e-05,-67.71232
2.5854297e-05,-84.11869
2.5854297e-05,-75.05674
2.5854297e-05,-76.576515
2.5854297e-05,-66.59434
2.5854297e-05,-54.725437
2.5854297e-05,-28.137608
2.5854297e-05,-11.012364
2.5854297e-05,44.74777
2.5854297e-05,124.25179
478.0,715.91223
1843.6,2091.8196
2614.4001,3130.2527
3238.4001,3629.1182
3271.6,3796.3818
3267.2002,3541.3174
2702.4,3089.911
2024.8,2171.2625
954.39996,1494.3461
110.40005,484.5845
2.5854297e-05,-106.74601
2.5854297e-05,-63.99454
2.5854297e-05,-83.86747
2.5854297e-05,-115.913185
2.5854297e-05,-127.052345
2.5854297e-05,-61.51163
2.5854297e-05,-67.663246
2.5854297e-05,-85.322914
2.5854297e-05,-75.27921
2.5854297e-05,-57.900852
2.5854297e-05,-39.856236
2.5854297e-05,-0.0047348877
2.5854297e-05,52.220974
20.000027,131.11948
686.8,897.4889
1731.2001,1715.0999
2448.0,2530.8416
3645.2002,3405.6084
3701.6,3793.1033
3474.4,3774.245
2936.4001,3125.7913
2354.4,2369.7502
1224.0,1311.4907
102.80001,186.5842
2.5854297e-05,-56.21616
2.5854297e-05,-107.21946
2.5854297e-05,-134.16232
2.5854297e-05,-136.92508
2.5854297e-05,-160.41476
2.5854297e-05,-116.4896
2.5854297e-05,-104.55778
2.5854297e-05,-79.297035
2.5854297e-05,-69.7111
2.5854297e-05,-54.846897
2.5854297e-05,-35.78104
2.5854297e-05,20.840359
2.5854297e-05,74.52157
2.5854297e-05,133.06772
211.19998,745.6069
957.6,2118.102
2563.5999,2924.892
2965.6,3693.3262
2886.8,3876.1467
3090.0002,3655.6157
3014.0,3088.6648
2269.2,2043.1558
1290.8,1210.4874
101.99996,209.84354
2.5854297e-05,-56.40122
2.5854297e-05,-58.433933
2.5854297e-05,-109.86979
2.5854297e-05,-158.74893
2.5854297e-05,-223.69034
2.5854297e-05,-97.45084
2.5854297e-05,-90.720924
2.5854297e-05,-101.6818
2.5854297e-05,-83.07011
2.5854297e-05,-51.645664
2.5854297e-05,-0.9884385
2.5854297e-05,72.69424
2.5854297e-05,100.74087
2.5854297e-05,143.68839
566.0,772.69293
2042.0001,2297.3157
3286.8,3019.7795
3475.2,3614.902
2967.6,3842.508
3422.4001,3794.8408
2868.4,3087.115
1306.4,2174.8157
750.0,1526.3778
157.6,251.50208
2.5854297e-05,-87.63676
2.5854297e-05,-98.34684
2.5854297e-05,-87.37028
2.5854297e-05,-91.913185
2.5854297e-05,-141.08304
2.5854297e-05,-100.72703
2.5854297e-05,-85.29374
2.5854297e-05,-98.45823
2.5854297e-05,-82.09019
2.5854297e-05,-80.01017
2.5854297e-05,-37.033237
2.5854297e-05,15.057277
2.5854297e-05,76.88131
2.5854297e-05,119.33022
769.2,1160.0447
2440.0,2345.375
3332.4001,2709.986
3750.4001,3252.2837
3792.8,3743.4963
3616.0,3546.7417
3202.8,2918.3804
2500.4,2169.6052
1384.0,1035.1505
130.80002,181.71396
2.5854297e-05,18.818264
2.5854297e-05,-55.017735
2.5854297e-05,-24.488377
2.5854297e-05,-20.55582
2.5854297e-05,-59.457493
2.5854297e-05,-47.112583
2.5854297e-05,-75.88413
2.5854297e-05,-27.081882
2.5854297e-05,-58.705418
2.5854297e-05,-48.708897
2.5854297e-05,-38.97385
2.5854297e-05,-22.222446
2.5854297e-05,19.435574
1.199977,113.748985
576.8,1014.1063
1370.8,1978.7853
2404.4,3074.0173
3048.4,3600.7998
3240.8,3589.0806
2657.2,2750.746
1701.2,2250.0103
980.0,1587.6938
830.0,870.01587
108.80001,101.869896
2.5854297e-05,4.7196302
2.5854297e-05,-17.574863
2.5854297e-05,-11.756871
2.5854297e-05,-64.392006
2.5854297e-05,-85.992836
2.5854297e-05,-83.73362
2.5854297e-05,-93.862526
2.5854297e-05,-66.43247
2.5854297e-05,-67.6262
2.5854297e-05,-57.961094
2.5854297e-05,-34.894993
2.5854297e-05,10.669154
2.5854297e-05,55.327724
2.5854297e-05,117.31362
278.8,576.8023
644.4,1579.6198
1733.2001,2275.325
3238.4001,2780.6055
3376.4001,3360.1438
2658.8,3307.482
2492.4,3025.0217
2523.2,2096.218
1336.8,1183.8517
154.00003,231.22354
2.5854297e-05,-21.079136
2.5854297e-05,-43.118443
2.5854297e-05,-13.351781
2.5854297e-05,-39.29227
2.5854297e-05,-76.04783
2.5854297e-05,-125.730995
2.5854297e-05,-117.43345
2.5854297e-05,-100.90873
2.5854297e-05,-92.843666
2.5854297e-05,-72.92307
2.5854297e-05,-42.967686
2.5854297e-05,8.190516
2.5854297e-05,51.855556
2.5854297e-05,105.90029
769.6,701.4369
2399.6,1774.366
3238.8,3130.0923
3706.4,3319.35
3878.0,3478.752
3744.8,3466.52
3321.2,2991.3367
2601.2,2439.6904
1424.8,1428.4471
159.6,164.49014
2.5854297e-05,20.635525
2.5854297e-05,-20.820591
2.5854297e-05,-40.083347
2.5854297e-05,-72.27097
2.5854297e-05,-139.9656
2.5854297e-05,-137.82993
2.5854297e-05,-137.10825
2.5854297e-05,-121.84605
2.5854297e-05,-77.09507
2.5854297e-05,-47.826145
2.5854297e-05,-15.620336
2.5854297e-05,20.41006
2.5854297e-05,59.15762
2.5854297e-05,100.25802
746.4,640.18195
2225.2,1962.0367
3116.4,2799.419
3652.4,3148.7742
3920.8,3458.4316
3756.4001,3395.7942
3248.8,2909.2727
2392.7998,2189.8481
1092.7999,851.188
142.4,106.72103
2.5854297e-05,19.05569
2.5854297e-05,-17.055698
2.5854297e-05,-55.17374
2.5854297e-05,-45.70438
2.5854297e-05,-48.321873
2.5854297e-05,-78.768105
2.5854297e-05,-64.038246
2.5854297e-05,-66.42179
2.5854297e-05,-74.78251
2.5854297e-05,-57.177586
2.5854297e-05,-38.270176
2.5854297e-05,-34.20377
2.5854297e-05,12.515529
2.5854297e-05,99.46316
819.6,750.7172
2520.4,1827.8461
3531.2002,2418.0227
4015.2,3543.688
4161.1997,3792.911
3984.4,3569.009
3379.2002,2863.7664
2017.6001,2127.9712
1036.4,794.5452
71.6,101.811
2.5854297e-05,37.28976
2.5854297e-05,20.827114
2.5854297e-05,-11.624913
2.5854297e-05,-14.475804
2.5854297e-05,-18.152378
2.5854297e-05,-72.12711
2.5854297e-05,-65.331764
2.5854297e-05,-61.960606
2.5854297e-05,-59.621494
2.5854297e-05,-60.876804
2.5854297e-05,-49.168552
2.5854297e-05,-25.709263
2.5854297e-05,19.728176
2.5854297e-05,70.961815
843.2,730.1122
2421.5999,1550.816
3320.4,3033.3247
3788.8003,3132.5903
3675.2,2351.5
3585.2002,2396.6604
3086.4001,2076.7952
2393.6,1002.17224
1107.6,308.28766
138.4,64.69265
2.5854297e-05,2.1195936
2.5854297e-05,-11.60349
2.5854297e-05,-24.126743
2.5854297e-05,-42.78104
2.5854297e-05,-62.02451
2.5854297e-05,-76.15067
2.5854297e-05,-79.47074
2.5854297e-05,-80.9824
2.5854297e-05,-73.351906
2.5854297e-05,-60.168858
2.5854297e-05,-28.619114
2.5854297e-05,25.093716
2.5854297e-05,76.007286
2.5854297e-05,135.59799
361.6,932.66986
1671.2,2000.1655
1234.4,2709.0427
1274.8,3345.018
1592.4,3636.5894
1790.8,3330.8442
763.2,2718.975
500.4,1758.1467
202.80002,1096.1481
55.600002,161.41373
2.5854297e-05,24.430569
2.5854297e-05,-24.862766
2.5854297e-05,-76.35813
2.5854297e-05,-91.282875
2.5854297e-05,-107.4119
2.5854297e-05,-136.93796
2.5854297e-05,-124.956825
2.5854297e-05,-110.30656
2.5854297e-05,-95.49888
2.5854297e-05,-61.734165
2.5854297e-05,-6.4830065
2.5854297e-05,41.063564
2.5854297e-05,124.74465
22.800014,136.10928
831.6,788.80286
2213.6,1807.5994
2972.0,2903.5576
3640.4,3477.836
3472.0,3610.4543
3593.2002,3334.524
3158.0,2913.6323
2414.4,1995.6368
1294.0,893.0475
192.4,155.10617
2.5854297e-05,21.090298
2.5854297e-05,-8.280004
2.5854297e-05,-4.3059435
2.5854297e-05,-31.314732
2.5854297e-05,-40.113194
2.5854297e-05,-90.29948
2.5854297e-05,-64.72318
2.5854297e-05,-35.213474
2.5854297e-05,-51.764133
2.5854297e-05,-41.161655
2.5854297e-05,-30.734531
2.5854297e-05,-27.869663
2.5854297e-05,2.814662
23.199978,54.743374
818.8,464.83096
